candidate_rank,score_percentile,kaggle_record_id,pursue_record_id,kaggle_date,pursue_date,pursue_date_precision,pursue_date_hint_start,pursue_date_hint_end,kaggle_location,pursue_location,kaggle_text,pursue_text,pursue_text_kind,pursue_document_release,pursue_pdf_date_evidence,pursue_pdf_location_evidence,kaggle_source_file_or_link,pursue_source_file_or_link,pursue_extracted_text_path,transformer_similarity,lexical_text_similarity,tfidf_text_similarity,text_similarity,location_similarity,date_similarity,domain_entity_similarity,ner_similarity,entity_similarity,final_score,match_explanation,automated_rank_band,automated_rank_notes,manual_label,manual_notes
409,0.1824,61254,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2002-07-03,,none,1900.0,2026.0,"longueuil (canada), ca [45.5333, -73.5167]",,unexplained oval shaped lights in the sky.,"1845 hours, I observed two circular orb-like lights appearing to be headlights of a vehicle to the south approximately five to seven miles away. The headlights sat still in the valley while we sat and continued to observe the area. At approximately 1900 hours, I observed a row of red lights appearing to hover approximately 15 degrees above the southern horizon (I do not recall how the lights entered the area). The lights were consistent with the glow of a taillight and appeared to be arranged in a triangular formation or attached to unobservable vehicle of some sort; they appeared to cover the area of a football field, hovering over a significant portion of the horizon. The object floated with an impossible, eerie stillness. At that same time, I observed the vehicle to the south of our location flash its lights toward us; the flashing appeared to be consistent with a white pulse.",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7158,0.0198,0.0587,0.7158,,0.2,0.0,0.0,0.0,0.3989,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.182; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
410,0.1804,69166,document::release_3::DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,2013-08-23,,none,2023.0,2026.0,"dana point, ca, us [33.4669, -117.6972]",,Second Sighting of orange lights over OC,"The colors of the light went from amber to orange, slightly yellow and white in that order. No other lights were seen, nor did I hear any mechanical buzzing or anything like an aircraft at this time and kept driving. After about 10 minutes I saw with my naked eye multiple singulai· bright orange lights/orbs of vai·ious brightness, size and distance. Using my night vision goggles (NVGs) I saw the saine lights in addition to multiple other lights. Some of the lights seen with NVG's were organized in a line of three, evenly spaced and at various altitudes, horizontally just above the skyline. Most of the lights were only visible for approx. 1-2 seconds before disappeai·ing. Later, I observed multiple singulai· ve1y bright orange lights that appeai·ed to shoot out smaller orange lights as if being hatched from the lai·ger ve1y bright orange light. The hatching occmTed multiple times, I lost …",standalone_extracted_document,release_3,2026; 2023,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf.txt,0.7318,0.0227,0.2178,0.7318,,0.0,0.1,0.0,0.045,0.3989,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.180; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
411,0.1784,52677,document::release_3::USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf,1966-06-30,,none,1965.0,2051.0,"santa fe, nm, us [35.6869, -105.9372]",,three eyewitness&#39s and picture in news paper of ufo,"photo as one of the most puzzling series of cases. I was not UFOs too"". While critics may attack four best photographs ever taken. disappointed, and my results were the character or intelligence of many The ""astronaut UFO"" sightings startling. UFO witnesses, they cannot use these must appeal to many seriou:i The basic truths behind these tactics on American and Russian space researchers for a number of reasons. sightings seems lately to have gathered pilots. Where UFO photographs can be The witnesses and the photographs are an accretion of exaggeration, accused of distortion and forgery, unimpeachable as to honesty and confusion, and outright fiction. The photographs taken by astronauts and authenticity. The conditions of the 1968 ""Condon Report"" on UFOs processed by NASA must be of the space missions can be calculated and (conducted by the University of highest trustworthiness. Hence …",standalone_extracted_document,release_3,05/18/1998; 05/26/1998; 06/24/1998; 06/18/1998; 1998; 08/03/1998; 08/31/1998; 09/04/1998; 09/10/1998; 08/22/1998; 2051; 1976; 1968; 1965; 1969; 1966,c; earth; mars; roswell; nellis; groom lake; washington; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf,data/manual_text/release_03_documents/USG-UAP-D001_Congress-WhiteHouse-UFO-Correspondence_1998.pdf.txt,0.7217,0.0173,0.0334,0.7217,,0.2,0.0,0.0,0.0,0.3989,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.178; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
412,0.1764,18412,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2010-12-15,,none,1900.0,2026.0,"emory-yantis, tx [32.9304, -95.5750]",,flashing lights in a certain spot in sky seeming to communicate with one another.,"1845 hours, I observed two circular orb-like lights appearing to be headlights of a vehicle to the south approximately five to seven miles away. The headlights sat still in the valley while we sat and continued to observe the area. At approximately 1900 hours, I observed a row of red lights appearing to hover approximately 15 degrees above the southern horizon (I do not recall how the lights entered the area). The lights were consistent with the glow of a taillight and appeared to be arranged in a triangular formation or attached to unobservable vehicle of some sort; they appeared to cover the area of a football field, hovering over a significant portion of the horizon. The object floated with an impossible, eerie stillness. At that same time, I observed the vehicle to the south of our location flash its lights toward us; the flashing appeared to be consistent with a white pulse.",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7143,0.04,0.0549,0.7143,,0.2,0.0,0.0,0.0,0.3988,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.176; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
413,0.1743,30794,USPER Statement about UAP Sighting,2014-03-01,,none,,,"garner, nc, us [35.7111, -78.6144]",United States,Two flashing orbs.,"(possible out of order), in proximity of (SITE CODE NAME] headed south, [WITNESS 1] (naked eye) and the pilots (NVG) spotted two large orbs appear in close proximity to [CALL SIGN 1] to the west and above the rotor disk. From the naked eye perspective, the two orbs appeared to flare up and remain stationary side by side. They appeared to be oval shaped, orange in color with a white or yellow center and emitting light in all directions. After a few seconds, a third orb flared up below the two, and then another one below that one until there were four or five in total below the original two. After a few seconds the orbs began to flare down in reverse order while appearing to be stationary until visual was lost.",extracted_document_text,release_1,2025; 2050; 2052,,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/usper-statement-redacted.pdf,data/manual_text/Release_1/Release_1/USPER-Statement-Redacted.pdf.txt,0.7182,0.0204,0.1281,0.7182,0.45,0.0,0.0,0.2,0.11,0.3985,"used transformer_text, lexical_text, tfidf_text, date, entity, location",probably not same event,uses extracted official document text; location has broad geographic support; score percentile 0.174; lower-ranked candidate relative to exported matches; date support is weak,,
414,0.1723,70653,document::release_3::DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,2004-08-30,,none,1900.0,2026.0,"san jaun batista, ca [36.8455, -121.5380]",,We were driving S/B on SR Hwy 101 at approximately 2120hrs on 083004&#44 when we noticed a large shining object in the sky ahead of us&#44 it,"mountain ranges, the row of red lights remained in place, appearing to still hover above the southern horizon. At approximately 1915 hours, one of the vehicles appeared to move north toward our location. We decided to drive toward the objects. One set of lights turned off but the other remained in view. We drove with our headlights off only utilizing night vision equipment; at one point reaching approximately 70 miles per hour. At some point while driving toward it, the headlights morphed into one bright white/orange orb-like light with a halo-like glow. Around two or three miles north of the original highway we exited from, we appeared to be gaining on the object; at approximately 50 yards away we thought were going to encounter it. The object then accelerated instantly to the south, traveling at least one mile south in less than a minute across the rugged terrain.",standalone_extracted_document,release_3,2026; 2023; 1900; 1930; 1915; 2000,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D080_Narrative-2_Western-US-Event.pdf.txt,0.7147,0.0681,0.0361,0.7147,,0.2,0.0,0.0,0.0,0.3985,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.172; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
415,0.1703,77080,Western US Event,2013-09-22,2023,year,2023.0,2023.0,"bloomington, il, us [40.4842, -88.9936]",Western United States,Formation of many orange orbs.,"up at an angle,” while another witness stated sometimes the red orbs would “swoop down” after being launched from the larger orange orb. These events were witnessed by multiple teams from varying locations and vantage points over a two-day period. Due to the sequential nature of the events, it is not known whether there was a single orange “mother” orb that released the groups of red orbs or whether there were multiple orange orbs at play. “Large, Fiery Orb” • Location: Western U.S. • Time of Day: Dusk Artist Rendering • Two federal law enforcement special agents (USPER5 and USPER6) witness a glowing orange orb at a distance of “approximately 500-600 meters,”* where it was perched close to a rock pinnacle.",extracted_document_text,release_1,,usper6,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,data/manual_text/Release_1/Release_1/Western_US_Event_Slides_5.08.2026.pdf.txt,0.7603,0.0303,0.1257,0.7603,0.15,0.0,0.25,0.125,0.1813,0.3984,"used transformer_text, lexical_text, tfidf_text, date, entity, location",probably not same event,uses extracted official document text; score percentile 0.170; lower-ranked candidate relative to exported matches; date support is weak,,
416,0.1683,68785,Western US Event,2002-08-22,2023,year,2023.0,2023.0,"new port richey, fl, us [28.2439, -82.7194]",Western United States,Helicopter and red/orange orb sighting.,"up at an angle,” while another witness stated sometimes the red orbs would “swoop down” after being launched from the larger orange orb. These events were witnessed by multiple teams from varying locations and vantage points over a two-day period. Due to the sequential nature of the events, it is not known whether there was a single orange “mother” orb that released the groups of red orbs or whether there were multiple orange orbs at play. “Large, Fiery Orb” • Location: Western U.S. • Time of Day: Dusk Artist Rendering • Two federal law enforcement special agents (USPER5 and USPER6) witness a glowing orange orb at a distance of “approximately 500-600 meters,”* where it was perched close to a rock pinnacle.",extracted_document_text,release_1,,usper6,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,data/manual_text/Release_1/Release_1/Western_US_Event_Slides_5.08.2026.pdf.txt,0.7505,0.0284,0.1702,0.7505,0.15,0.0,0.25,0.125,0.1813,0.3984,"used transformer_text, lexical_text, tfidf_text, date, entity, location",probably not same event,uses extracted official document text; score percentile 0.168; lower-ranked candidate relative to exported matches; date support is weak,,
417,0.1663,9902,65_HS1-834228961_62-HQ-83894_Section_10,2001-11-16,,none,1947.0,1968.0,"vicksburg, ms, us [32.3525, -90.8778]",,UFO sighted by numerous people,"would not reveal our origin in any way. Va i Luce (Go in Light)."" Kalen-Li Retan 3 UFO SIGHTED BY LEWISTON PEOPL~ An unidentified. flying objeci 11) i!~:l:t~ ~a't:!aJy n~h!J:t persons. Lewiston POllce Hid Patricia LaDdry of 35 Tarr Ave. spotted 118th YEAR OF PUBLIC-ATION LONDON, ONTARIO, TUESDAY, MARCH 29, 1966-36 PAGES the UFO at about 9:17 ,p.m. above her home. * * ACC<lnling to police. Landry woman and 11even other the per,ons Sl>Otted the object which was described a, bri,cht blue Tracked by Radar aDd guy ill color, oval in shape. It was slid ttie UFO hovered for a few seconds and then ""took off"" at a hjgh rate Of ape~ ,in an easterly dlrecUon. UFOs Sighted Over Wide Section of District An unlde nUfled !lylnc ob,.. Woodstock. The mylteriou1 aome were tra.velllnf al.owly jet planes carryinJ the usual ls tar more advanced than Ontario alchUnp came from . Thorndale, a mother and her …",extracted_document_text,release_1,1966; 4-30-65; 1959; 2004; 1961; 1929; 1950; 1964; 1965; 1939; 1954; 1968,the statler-hilton; calif; los angeles; new hampshire 03045; reno; vandenberg; washington; georgia; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_10.pdf,data/manual_text/Release_1/Release_1/65_HS1-834228961_62-HQ-83894_Section_10.pdf.txt,0.6986,0.0182,0.0928,0.6986,,0.2,0.0,0.0476,0.0262,0.3983,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.166; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
418,0.1643,69348,document::release_3::DoW-UAP-D083_Narrative-5_Western-US-Event.pdf,2012-08-24,,none,1910.0,2026.0,"northport, ny, us [40.9008, -73.3436]",,Large white orb of light hovering/slowly drifting across the sky,"larger one going west, towards . One released at a steady speed and horizontally. I also saw another small red orb go up, but it may have had a slight angle. This orb was fainter, than the horizontal one identified. They were simultaneously released, moving away from the larger orb. The larger orb did not move during this time, and all lights were gone from every orb in about 10 seconds. Either while the lights were on, or shortly after they were out of sight, we saw a white flash of light in the sky to the West. 8. We continued to hike west up the road and saw the large orb again, at 1937, but to our left - in front of . I don't recall if this had any smaller released, and the large orb lasted about 10 seconds again. There was a similar white flash of light in the sky more southwest. 9.",standalone_extracted_document,release_3,2026; 2023; 1910; 1918; 1937,several united states; u.s; north; west,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D083_Narrative-5_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D083_Narrative-5_Western-US-Event.pdf.txt,0.7096,0.0638,0.1334,0.7096,,0.0,0.3333,0.0,0.15,0.3982,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.164; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
419,0.1623,55379,65_HS1-834228961_62-HQ-83894_Section_10,1998-07-01,,none,1947.0,1968.0,"rapid city, mi, us [44.8344, -85.2825]",,((HOAX??)) ufo help,"would not reveal our origin in any way. Va i Luce (Go in Light)."" Kalen-Li Retan 3 UFO SIGHTED BY LEWISTON PEOPL~ An unidentified. flying objeci 11) i!~:l:t~ ~a't:!aJy n~h!J:t persons. Lewiston POllce Hid Patricia LaDdry of 35 Tarr Ave. spotted 118th YEAR OF PUBLIC-ATION LONDON, ONTARIO, TUESDAY, MARCH 29, 1966-36 PAGES the UFO at about 9:17 ,p.m. above her home. * * ACC<lnling to police. Landry woman and 11even other the per,ons Sl>Otted the object which was described a, bri,cht blue Tracked by Radar aDd guy ill color, oval in shape. It was slid ttie UFO hovered for a few seconds and then ""took off"" at a hjgh rate Of ape~ ,in an easterly dlrecUon. UFOs Sighted Over Wide Section of District An unlde nUfled !lylnc ob,.. Woodstock. The mylteriou1 aome were tra.velllnf al.owly jet planes carryinJ the usual ls tar more advanced than Ontario alchUnp came from . Thorndale, a mother and her …",extracted_document_text,release_1,1966; 4-30-65; 1959; 2004; 1961; 1929; 1950; 1964; 1965; 1939; 1954; 1968,the statler-hilton; calif; los angeles; new hampshire 03045; reno; vandenberg; washington; georgia; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/65_hs1-834228961_62-hq-83894_section_10.pdf,data/manual_text/Release_1/Release_1/65_HS1-834228961_62-HQ-83894_Section_10.pdf.txt,0.7088,0.0091,0.051,0.7088,,0.2,0.0,0.0455,0.025,0.3981,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.162; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
420,0.1603,23461,255_413270_UFO's_and_Defense_What_Should_we_Prepare_For,2002-12-08,,none,1999.0,1999.0,"sharpsville, pa, us [41.2592, -80.4722]",,TWO UFOS OBSERVED,"(""Workers' Tribune"") on April 19, I 1990, entitled ""UFOs on Air Defense Radars"" (cf the book by Marie Galbraith referenced in Chapter 9. 1). The article mentions the dispatch ofcombat aircraft on a mission to intercept the UFOs ,I detected. General Maltsev, who summarized over one hundred visual sightings coHected by unit commanders, stated: ""I am not a specialist in UFOs, and therefore I can only correlate the data and express mv own I supposition. According to the evidence o[these eyewitnesses, the UFO is a disk with a diameter from JOO to 200 meters /320 to 650 (eets/. Two pulsating lights were positioned on its sides... Moreover, the object rotated around its axis and performed an 'S-turn' flight both in the vertical and horitontal ·1 planes. Next the UFO hovered above the ground and then flew with a speed exceeding that ofthe modern iet fighter bv two or three times ..",extracted_document_text,release_1,2001; 1999; 1971; 1994; 1976; 1981; 1977; 2000; 1956; 1969; 1968; 1957; 1997,broadway; france; ventura; mars; roswell; groom lake; washington; georgia; syria; moon,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/255_413270_ufo's_and_defense_what_should_we_prepare_for.pdf,data/manual_text/Release_1/Release_1/255_413270_UFO's_and_Defense_What_Should_we_Prepare_For.pdf.txt,0.724,0.0144,0.0979,0.724,,0.1,0.0,0.0833,0.0458,0.398,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.160; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
421,0.1583,18645,document::release_3::DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,1998-12-17,,none,2023.0,2026.0,"west plains, mo [33.1831, -102.8269]",,bright orange lights in perfect horizontal formation 5-8 sec &amp; went out 1 by 1. Also object traveling very fast&#44 then bright light and,"disappeai·ing. Later, I observed multiple singulai· ve1y bright orange lights that appeai·ed to shoot out smaller orange lights as if being hatched from the lai·ger ve1y bright orange light. The hatching occmTed multiple times, I lost track after five occmTences. The smaller lights seemed to travel downwards like a falling flai·e. Soon thereafter I saw nine lights fo1med a horizontal line just above a ridgeline. The lights were static, not moving, evenly spaced apait and were visible for 30+ seconds. Smaller lights then appeai·ed below and to the left and right of the line of nine lights. These smaller lights seemed to cluster (almost touching) in a combination of three. The lights soon disappeared only to appeai· again directly behind me. All these observations occmTed within a 2-3 hom span, nonstop. 1 UNCLASSIFIED UNCLASSIFIED The next day between 7-9pm I saw the same light phenomenon …",standalone_extracted_document,release_3,2026; 2023,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf.txt,0.7328,0.047,0.1377,0.7328,,0.0,0.1818,0.0,0.0818,0.398,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.158; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
422,0.1563,26315,document::release_3::DoW-UAP-D083_Narrative-5_Western-US-Event.pdf,2012-02-13,,none,1910.0,2026.0,"rosetta (south africa) [31.4000, 30.4167]",,Orb-like objects travelling across the sky followed by flashes of light.,"larger one going west, towards . One released at a steady speed and horizontally. I also saw another small red orb go up, but it may have had a slight angle. This orb was fainter, than the horizontal one identified. They were simultaneously released, moving away from the larger orb. The larger orb did not move during this time, and all lights were gone from every orb in about 10 seconds. Either while the lights were on, or shortly after they were out of sight, we saw a white flash of light in the sky to the West. 8. We continued to hike west up the road and saw the large orb again, at 1937, but to our left - in front of . I don't recall if this had any smaller released, and the large orb lasted about 10 seconds again. There was a similar white flash of light in the sky more southwest. 9.",standalone_extracted_document,release_3,2026; 2023; 1910; 1918; 1937,several united states; u.s; north; west,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D083_Narrative-5_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D083_Narrative-5_Western-US-Event.pdf.txt,0.7547,0.0312,0.0952,0.7547,,0.0,0.1111,0.0,0.05,0.398,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.156; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
423,0.1543,18591,document::release_3::DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,2011-12-16,,none,2023.0,2026.0,"fresno, ca, us [36.7478, -119.7714]",,Orange bright lights appeared in the sky,"The colors of the light went from amber to orange, slightly yellow and white in that order. No other lights were seen, nor did I hear any mechanical buzzing or anything like an aircraft at this time and kept driving. After about 10 minutes I saw with my naked eye multiple singulai· bright orange lights/orbs of vai·ious brightness, size and distance. Using my night vision goggles (NVGs) I saw the saine lights in addition to multiple other lights. Some of the lights seen with NVG's were organized in a line of three, evenly spaced and at various altitudes, horizontally just above the skyline. Most of the lights were only visible for approx. 1-2 seconds before disappeai·ing. Later, I observed multiple singulai· ve1y bright orange lights that appeai·ed to shoot out smaller orange lights as if being hatched from the lai·ger ve1y bright orange light. The hatching occmTed multiple times, I lost …",standalone_extracted_document,release_3,2026; 2023,several united states; u.s,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,data/manual_extracted/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf,data/manual_text/release_03_documents/DoW-UAP-D082_Narrative-4_Western-US-Event.pdf.txt,0.736,0.0313,0.1866,0.736,,0.0,0.1,0.0,0.045,0.398,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.154; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
424,0.1523,74216,"NASA-UAP-D7, Skylab Techincal Crew Debriefing 1973",2010-09-13,,none,1973.0,1974.0,"junction, tx, us [30.4892, -99.7717]",,Bright star slowly rising from the north sky turned amber red acclarated up outta sight ..,"was not like one you would see on Earth, so why don't you mention it. GARRIOTT Okay, about a week or 10 days before recovery and we were still waiting for information to be supplied to us about the indentification. Jack first noticed this rather large red star out the wardroom window. Upon close examination, it was much brighter than Jupiter or any of the other planets. It had 20-1 GARRIOTT a reddish hue to it, even though it was well above the (CONT'D) horizon. The light from the Sun was not passing close to the Earth's limb at the time. We observed it for about 10 minutes prior to sunset. It was slowly rotating because it had a variation in brightness with a 10-second period. As I was saying, we observed it for about 10 minutes, until we went into darkness, and it also followed us into darkness about 5-seconds later.",extracted_document_text,release_1,1973; 1974,houston; texa; south atlantic,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/nasa-uap-d7-skylab-technical-crew-debriefing-1973.pdf,data/manual_text/Release_1/Release_1/NASA-UAP-D7-Skylab-Technical-Crew-Debriefing-1973.pdf.txt,0.7099,0.0285,0.0273,0.7099,,0.0,0.4,0.0909,0.23,0.3979,"used transformer_text, lexical_text, tfidf_text, date, entity; location ignored because PURSUE location is missing or non-terrestrial",probably not same event,uses extracted official document text; score percentile 0.152; lower-ranked candidate relative to exported matches; date support is weak; official location was not usable,,
425,0.1503,18767,FBI September 2023 Sighting - Serial 3,2013-12-17,2023-09-01,day,2023.0,2023.0,"woodstock, ga, us [34.1014, -84.5194]",United States,Looked like a meteor hitting the atmosphere but brighter and large light show like fireworks.,"FD-302a (Rev. 5-8-10) / - - ( / September 2023 UAP Continuation of FD-302 of , On 09/ /2023 , Page 2 of 2 ( / thought the light might have been a meteor coming straight toward them and burning up in the atmosphere. /",extracted_document_text,release_1,5-8-10; 2023,,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/serial 5 redacted_redacted.pdf,data/manual_text/Release_1/Release_1/Serial 5 Redacted_Redacted.pdf.txt,0.5913,0.07,0.0552,0.5913,0.45,0.0,1.0,0.125,0.5188,0.3979,"used transformer_text, lexical_text, tfidf_text, date, entity, location",probably not same event,uses extracted official document text; location has broad geographic support; NER/entity overlap is meaningful; score percentile 0.150; lower-ranked candidate relative to exported matches; date support is weak,,
426,0.1483,43268,Western US Event,2012-05-19,2023,year,2023.0,2023.0,"cumming, ga, us [34.2072, -84.1403]",Western United States,Two Glowing Orange Orbs in the Night Sky,"up at an angle,” while another witness stated sometimes the red orbs would “swoop down” after being launched from the larger orange orb. These events were witnessed by multiple teams from varying locations and vantage points over a two-day period. Due to the sequential nature of the events, it is not known whether there was a single orange “mother” orb that released the groups of red orbs or whether there were multiple orange orbs at play. “Large, Fiery Orb” • Location: Western U.S. • Time of Day: Dusk Artist Rendering • Two federal law enforcement special agents (USPER5 and USPER6) witness a glowing orange orb at a distance of “approximately 500-600 meters,”* where it was perched close to a rock pinnacle.",extracted_document_text,release_1,,usper6,/home/roee/Desktop/nlp_data_ass5/data/raw/ufo/kaggle_ufo.csv,https://www.war.gov/medialink/ufo/release_1/western_us_event_slides_5.08.2026.pdf,data/manual_text/Release_1/Release_1/Western_US_Event_Slides_5.08.2026.pdf.txt,0.7726,0.038,0.1575,0.7726,0.15,0.0,0.125,0.1111,0.1174,0.3979,"used transformer_text, lexical_text, tfidf_text, date, entity, location",probably not same event,uses extracted official document text; score percentile 0.148; lower-ranked candidate relative to exported matches; date support is weak,,
